Date,Source,Details,Country (Profile)
Tue Oct 11 20:46:03 +0000 2022,Pakistan News ,Pakistan school van attack sparks protests #Pakistan canberratimes.com.au/story/7938749/…,"Islamabad, Pakistan"
Tue Oct 11 19:50:04 +0000 2022,Pakistan News ,(From Indian media) Pakistan Not Ready to Provide Access to FBI to 26/11 Mastermind Sajid Mir: Report #Pakistan news18.com/news/world/pak…,"Islamabad, Pakistan"
Tue Oct 11 19:48:01 +0000 2022,Pakistan News ,Suzuki announces plant shutdown again #Pakistan profit.pakistantoday.com.pk/2022/10/11/suz…,"Islamabad, Pakistan"
Tue Oct 11 19:46:03 +0000 2022,Pakistan News ,"ACE Academy to produce tennis champions for Pakistan, vows Aisam #Pakistan nation.com.pk/11-Oct-2022/ac…","Islamabad, Pakistan"
Tue Oct 11 19:36:02 +0000 2022,Pakistan News ,"(From Indian media) Pakistan: Hindu man forcibly converted to Islam by a cleric, persecution of minorities continues unabated #Pakistan opindia.com/2022/10/pakist…","Islamabad, Pakistan"
Tue Oct 11 19:34:04 +0000 2022,Pakistan News ,Thousands protest increased violence in Pakistan's Swat Valley #Pakistan aljazeera.com/news/2022/10/1…,"Islamabad, Pakistan"
Tue Oct 11 19:32:04 +0000 2022,Pakistan News ,Pakistan calls India's occupation of Kashmir 'worst manifestation' of modern-day colonialism #Pakistan app.com.pk/global/pakista…,"Islamabad, Pakistan"
Tue Oct 11 19:18:03 +0000 2022,Pakistan News ,Finn Allen powers New Zealand to nine-wicket victory over Pakistan in tri-series T20 #Pakistan dawn.com/news/1714461/n…,"Islamabad, Pakistan"
Tue Oct 11 19:16:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan-based drug lord under scanner for 'trying to revive LTTE in Lanka' #Pakistan economictimes.indiatimes.com/news/internati…,"Islamabad, Pakistan"
Tue Oct 11 19:06:01 +0000 2022,Pakistan News ,"Uber closes operations across several cities in Pakistan, including Karachi #Pakistan thenews.com.pk/latest/998997-…","Islamabad, Pakistan"
Tue Oct 11 19:04:02 +0000 2022,Pakistan News ,Risky: Mohammad Yousuf on changing Pakistans opening pair #Pakistan thenews.com.pk/latest/999060-…,"Islamabad, Pakistan"
Tue Oct 11 19:02:03 +0000 2022,Pakistan News ,Pakistan values UK's balanced role in regional affairs: Gen Bajwa #Pakistan pakistantoday.com.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 18:46:03 +0000 2022,Pakistan News ,Pakistan Registers First Victory in Street Child Football World Cup #Pakistan propakistani.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 18:34:02 +0000 2022,Pakistan News ,Pakistan speaks for China and developing countries at UN #Pakistan pakistantoday.com.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 18:32:03 +0000 2022,Pakistan News ,"Pakistan, Saudi Arabia to continue to play role in Ummah's betterment #Pakistan dailytimes.com.pk/1010629/pakist…","Islamabad, Pakistan"
Tue Oct 11 18:16:02 +0000 2022,Pakistan News ,"Pakistan coach reluctant to change Babar, Rizwan opening pair ahead of WC #Pakistan pakistantoday.com.pk/2022/10/11/pak…","Islamabad, Pakistan"
Tue Oct 11 18:04:03 +0000 2022,Pakistan News ,Gruesome incident: Two women murdered for ‘human sacrifice’ in Kerala #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 18:02:02 +0000 2022,Pakistan News ,IIOJK authorities suspend internet service in Srinagar #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 17:48:03 +0000 2022,Pakistan News ,"Women's Asia Cup: Omaima Sohail's five-for helps Pakistan beat Sri Lanka, notch 5th win in 6 matches #Pakistan dawn.com/news/1714501","Islamabad, Pakistan"
Tue Oct 11 17:46:02 +0000 2022,Pakistan News ,Pakistan has significant place in Muslim world: Dr AI-Issa #Pakistan tribune.com.pk/story/2381028/…,"Islamabad, Pakistan"
Tue Oct 11 17:36:02 +0000 2022,Pakistan News ,Honda Extends Production Shutdown in Pakistan #Pakistan propakistani.pk/2022/10/11/hon…,"Islamabad, Pakistan"
Tue Oct 11 17:34:03 +0000 2022,Pakistan News ,"Shaheen Afridi completes rehab for knee injury, to join Pakistan squad in Brisbane on October 15 #Pakistan espncricinfo.com/story/t20-worl…","Islamabad, Pakistan"
Tue Oct 11 17:32:03 +0000 2022,Pakistan News ,Hina reaffirms Pakistan’s support for UN peacekeeping - Pakistan #Pakistan dunyanews.tv/en/Pakistan/67…,"Islamabad, Pakistan"
Tue Oct 11 17:20:02 +0000 2022,Pakistan News ,China's flood control experts team set to arrive Pakistan today #Pakistan pakistantoday.com.pk/2022/10/11/chi…,"Islamabad, Pakistan"
Tue Oct 11 17:18:02 +0000 2022,Pakistan News ,Secretary General Muslim World League lauds Pakistan's peace efforts in region #Pakistan radio.gov.pk/11-10-2022/sec…,"Islamabad, Pakistan"
Tue Oct 11 17:16:02 +0000 2022,Pakistan News ,Pakistan U19 team to play international series at home after 15 years #Pakistan pakistantoday.com.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 17:10:04 +0000 2022,Pakistan News ,APHC leader Altaf Shah latest victims of custodial killing by India #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 17:08:02 +0000 2022,Pakistan News ,"Mehbooba says Modi govt granting freedom to criminals, Kashmiri political prisoners left to die in jails #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…","Islamabad, Pakistan"
Tue Oct 11 17:06:02 +0000 2022,Pakistan News ,Mushaal denounces custodial killing of Hurriyat leader #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 17:04:02 +0000 2022,Pakistan News ,Pakistan conveys protest to India over custodial death of Altaf Ahmed Shah in Tihar Jail #Pakistan radio.gov.pk/11-10-2022/pak…,"Islamabad, Pakistan"
Tue Oct 11 17:02:03 +0000 2022,Pakistan News ,Low-cost air carrier Fly Jinnah secures operating licence #Pakistan dawn.com/news/1714505/l…,"Islamabad, Pakistan"
Tue Oct 11 16:50:03 +0000 2022,Pakistan News ,"Pakistan reaffirms strong support to UN efforts for peace, security #Pakistan radio.gov.pk/11-10-2022/pak…","Islamabad, Pakistan"
Tue Oct 11 16:48:03 +0000 2022,Pakistan News ,"Pakistan, Korea defence ministries sign MoU on bilateral defence cooperation #Pakistan pakistantoday.com.pk/2022/10/11/pak…","Islamabad, Pakistan"
Tue Oct 11 16:46:02 +0000 2022,Pakistan News ,NIH issues alert about possible Ebola virus outbreak in Pakistan #Pakistan en.dailypakistan.com.pk/11-Oct-2022/ni…,"Islamabad, Pakistan"
Tue Oct 11 16:04:02 +0000 2022,Pakistan News ,Mirwaiz expresses shock over custodial death of Altaf Shah #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 16:02:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan summons Indian Charge d’ Affaires over separatist Hurriyat leader’s death #Pakistan tribuneindia.com/news/nation/pa…,"Islamabad, Pakistan"
Tue Oct 11 15:46:03 +0000 2022,Pakistan News ,(From Indian media) ‘No proposal under consideration to resume India-Pakistan air and rail link’ #Pakistan thehindu.com/news/national/…,"Islamabad, Pakistan"
Tue Oct 11 15:36:03 +0000 2022,Pakistan News ,Pakistan army contingent leaves for Qatar to provide World Cup security #Pakistan middleeastmonitor.com/20221011-pakis…,"Islamabad, Pakistan"
Tue Oct 11 15:34:03 +0000 2022,Pakistan News ,Pakistan stocks end down on profit taking #Pakistan pkrevenue.com/pakistan-stock…,"Islamabad, Pakistan"
Tue Oct 11 15:32:02 +0000 2022,Pakistan News ,(From Indian media) Pakistan's ousted PM Imran Khan booked for receiving prohibited funding from abroad #Pakistan indianexpress.com/article/pakist…,"Islamabad, Pakistan"
Tue Oct 11 15:18:02 +0000 2022,Pakistan News ,"Women's Asia Cup: Omaima Sohail's five-for helps Pakistan beat Sri Lanka, notch 5th win in 6 matches #Pakistan dawn.com/news/1714501/w…","Islamabad, Pakistan"
Tue Oct 11 15:16:02 +0000 2022,Pakistan News ,Thousands protest increased violence in Pakistan’s Swat Valley #Pakistan aljazeera.com/news/2022/10/1…,"Islamabad, Pakistan"
Tue Oct 11 15:06:03 +0000 2022,Pakistan News ,Pakistan conveys strong protest to India over custodial death of Hurriyat leader #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 15:04:02 +0000 2022,Pakistan News ,Western ‘commentary’ on Kashmir rattles India #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 15:02:03 +0000 2022,Pakistan News ,"Pakistan, China FO spokespersons hold dialogue #Pakistan pakistantoday.com.pk/2022/10/11/pak…","Islamabad, Pakistan"
Tue Oct 11 14:52:03 +0000 2022,Pakistan News ,China Textile | Pakistan Textile: Textile firms in China and Pakistan are in deep distress. Can India be the beneficiary? #Pakistan m.economictimes.com/small-biz/trad…,"Islamabad, Pakistan"
Tue Oct 11 14:50:03 +0000 2022,Pakistan News ,"Ayesha, Omaima star as Pakistan sink Sri Lanka in nail-biter #Pakistan a-sports.tv/ayesha-omaima-…","Islamabad, Pakistan"
Tue Oct 11 14:48:02 +0000 2022,Pakistan News ,Thousands protest after deadly attack on Pakistan school van #Pakistan washingtonpost.com/world/thousand…,"Islamabad, Pakistan"
Tue Oct 11 14:46:02 +0000 2022,Pakistan News ,Fit-again Pakistan bowler Afridi heading to T20 World Cup #Pakistan apnews.com/776a52ea5802fd…,"Islamabad, Pakistan"
Tue Oct 11 14:32:03 +0000 2022,Pakistan News ,"(From Indian media) Audio leaks controversy: 'No hostile agency', says Pakistan govt, blames staff members #Pakistan indianexpress.com/article/pakist…","Islamabad, Pakistan"
Tue Oct 11 14:20:03 +0000 2022,Pakistan News ,PM Claims That Thar Coal Project Can Save Pakistan $6 Billion #Pakistan techjuice.pk/pm-claims-that…,"Islamabad, Pakistan"
Tue Oct 11 14:18:01 +0000 2022,Pakistan News ,"Muslim, South Asian, Hindu student associations hold flea market for Pakistan flood relief #Pakistan theeagleonline.com/article/2022/1…","Islamabad, Pakistan"
Tue Oct 11 14:16:02 +0000 2022,Pakistan News ,Omaima Sohail shines as Pakistan beat Sri Lanka to qualify for Women's Asia Cup semi-final #Pakistan en.dailypakistan.com.pk/11-Oct-2022/om…,"Islamabad, Pakistan"
Tue Oct 11 14:08:02 +0000 2022,Pakistan News ,Kashmiris will accept kissing gallows and rotting in jails but won’t surrender before India: APHC Chairman #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 14:06:02 +0000 2022,Pakistan News ,Moody's downgrades ratings for 5 Pakistani banks - Business - DAWN.COM #Pakistan dawn.com/news/1714495,"Islamabad, Pakistan"
Tue Oct 11 14:04:02 +0000 2022,Pakistan News ,"Uber exits five Pakistani cities, to continue services via unit Careem #Pakistan reuters.com/business/autos…","Islamabad, Pakistan"
Tue Oct 11 14:02:03 +0000 2022,Pakistan News ,Thousands protest after deadly attack on Pakistan school van #Pakistan abcnews.go.com/International/…,"Islamabad, Pakistan"
Tue Oct 11 13:48:03 +0000 2022,Pakistan News ,Pakistan Decides Against Making Any Changes to T20 World Cup Squad #Pakistan propakistani.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 13:46:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan's Khunjerab Pass is Home To The Highest-Altitude ATM in The World; Know More #Pakistan news18.com/news/buzz/paki…,"Islamabad, Pakistan"
Tue Oct 11 13:34:02 +0000 2022,Pakistan News ,Pakistan gets Shaheen Afridi fitness boost ahead of World Cup #Pakistan france24.com/en/live-news/2…,"Islamabad, Pakistan"
Tue Oct 11 13:32:02 +0000 2022,Pakistan News ,Taliban anger with Pakistan grows #Pakistan thestatesman.com/opinion/taliba…,"Islamabad, Pakistan"
Tue Oct 11 13:20:03 +0000 2022,Pakistan News ,(From Indian media) Pakistan Finance Minister Ishaq Dar Moves To Secure Rescheduling Of $27 Billion In Bilateral Debt #Pakistan outlookindia.com/business/pakis…,"Islamabad, Pakistan"
Tue Oct 11 13:18:03 +0000 2022,Pakistan News ,"(From Indian media) 14-year-old Hindu girl abducted in Pakistan’s Sindh province, fourth incident in 15 days #Pakistan wionews.com/south-asia/14-…","Islamabad, Pakistan"
Tue Oct 11 13:16:03 +0000 2022,Pakistan News ,(From Indian media) Malala Yousafzai visits Pakistan 10 years after Taliban assassination attempt #Pakistan wionews.com/south-asia/mal…,"Islamabad, Pakistan"
Tue Oct 11 13:06:03 +0000 2022,Pakistan News ,Indian NIA arrests chairperson of JI’s trust during searches in IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 13:04:01 +0000 2022,Pakistan News ,'Pakistan Idol' selected contestants for 'comedic effect': Bushra #Pakistan tribune.com.pk/story/2381020/…,"Islamabad, Pakistan"
Tue Oct 11 13:02:02 +0000 2022,Pakistan News ,"Muslim, South Asian, Hindu student associations hold flea market for Pakistan flood relief #Pakistan theeagleonline.com/article/2022/1…","Islamabad, Pakistan"
Tue Oct 11 12:48:02 +0000 2022,Pakistan News ,Omaima's five-wicket haul powers Pakistan to victory against Sri Lanka #Pakistan dunyanews.tv/en/Cricket/671…,"Islamabad, Pakistan"
Tue Oct 11 12:46:03 +0000 2022,Pakistan News ,12 Pak Army major generals promoted to lieutenant general rank #Pakistan dawn.com/news/1714499/1…,"Islamabad, Pakistan"
Tue Oct 11 12:32:03 +0000 2022,Pakistan News ,Greentree Holdings Ltd Invests Rs. 1.56 Billion in TRG Pakistan #Pakistan propakistani.pk/2022/10/11/gre…,"Islamabad, Pakistan"
Tue Oct 11 12:18:02 +0000 2022,Pakistan News ,(From Indian media) Flood-hit Pakistan to buy 6 million of these from India: Report #Pakistan hindustantimes.com/world-news/flo…,"Islamabad, Pakistan"
Tue Oct 11 12:16:02 +0000 2022,Pakistan News ,Shaheen Afridi 'super excited' at rejoining Pakistan squad for T20 World Cup #Pakistan dawn.com/news/1714498/s…,"Islamabad, Pakistan"
Tue Oct 11 12:08:02 +0000 2022,Pakistan News ,Mercury dips as rains lash different parts of IIOJK #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 12:06:02 +0000 2022,Pakistan News ,Pakistan secures $4bn additional pledges: SBP governor #Pakistan thenews.com.pk/print/998879-p…,"Islamabad, Pakistan"
Tue Oct 11 12:04:03 +0000 2022,Pakistan News ,Moody's downgrades ratings for 5 Pakistani banks - Business - DAWN.COM #Pakistan dawn.com/news/1714495/m…,"Islamabad, Pakistan"
Tue Oct 11 12:02:03 +0000 2022,Pakistan News ,(From Indian media) Flood-hit Pakistan to purchase over 6 million mosquito nets from India to contain rising cases of malaria: Report #Pakistan tribuneindia.com/news/nation/fl…,"Islamabad, Pakistan"
Tue Oct 11 11:52:03 +0000 2022,Pakistan News ,T-20 Tri-series: New Zealand beat Pakistan by 9 wickets #Pakistan radio.gov.pk/11-10-2022/t-2…,"Islamabad, Pakistan"
Tue Oct 11 11:50:03 +0000 2022,Pakistan News ,Pakistan President Arif Alvi has ‘doubts’ on cypher conspiracy #Pakistan gulfnews.com/world/asia/pak…,"Islamabad, Pakistan"
Tue Oct 11 11:48:02 +0000 2022,Pakistan News ,Nawaz Sharif to return Pakistan in late November or early December #Pakistan dailytimes.com.pk/1010474/nawaz-…,"Islamabad, Pakistan"
Tue Oct 11 11:46:03 +0000 2022,Pakistan News ,Pakistan provide update on Shaheen Afridi ahead of T20 World Cup #Pakistan icc-cricket.com/news/2848518,"Islamabad, Pakistan"
Tue Oct 11 11:34:02 +0000 2022,Pakistan News ,Textile firms in China and Pakistan are in deep distress. Can India be the beneficiary? #Pakistan m.economictimes.com/small-biz/trad…,"Islamabad, Pakistan"
Tue Oct 11 11:32:03 +0000 2022,Pakistan News ,"At UN, Pakistan urges measures to offset shocks to global economy #Pakistan pakistantoday.com.pk/2022/10/11/at-…","Islamabad, Pakistan"
Tue Oct 11 11:20:03 +0000 2022,Pakistan News ,Pakistan Keeps Interest Rate Unchanged as Economy Faces Crises #Pakistan bloomberg.com/news/articles/…,"Islamabad, Pakistan"
Tue Oct 11 11:18:03 +0000 2022,Pakistan News ,"U.S. COAST GUARD VISITS KARACHI, STRENGTHENS THE ENDURING U.S.-PAKISTAN RELATIONSHIP #Pakistan pk.usembassy.gov/u-s-coast-guar…","Islamabad, Pakistan"
Tue Oct 11 11:16:02 +0000 2022,Pakistan News ,"Pakistan Women vs Sri Lanka Women, 21st Match, Womens Asia Cup T20 2022 #Pakistan m.cricbuzz.com/cricket-commen…","Islamabad, Pakistan"
Tue Oct 11 10:46:03 +0000 2022,Pakistan News ,European thirst for LNG puts Bangladesh and Pakistan in the dark #Pakistan dw.com/en/european-th…,"Islamabad, Pakistan"
Tue Oct 11 10:04:03 +0000 2022,Pakistan News ,Pakistan slams Modi for claiming Kashmir issue 'resolved' #Pakistan tribune.com.pk/story/2380984/…,"Islamabad, Pakistan"
Tue Oct 11 10:02:01 +0000 2022,Pakistan News ,How Pakistan can prevent another flood disaster #Pakistan aljazeera.com/opinions/2022/…,"Islamabad, Pakistan"
Tue Oct 11 09:50:02 +0000 2022,Pakistan News ,"AT UN, Pakistan, speaking for G77/China, seeks emergency steps to offset 'shocks' to global economy #Pakistan app.com.pk/global/at-un-p…","Islamabad, Pakistan"
Tue Oct 11 09:48:03 +0000 2022,Pakistan News ,"(From Indian media) Petrol Price Today Compared: Check gasoline prices in Pakistan, Sri Lanka, China, Bangladesh vs India #Pakistan zeenews.india.com/economy/petrol…","Islamabad, Pakistan"
Tue Oct 11 09:46:02 +0000 2022,Pakistan News ,Pakistan's Armed Forces Participate in SCO’s Counter-Terrorism Exercises in India #Pakistan propakistani.pk/2022/10/11/pak…,"Islamabad, Pakistan"
Tue Oct 11 09:36:02 +0000 2022,Pakistan News ,'Nawaz Sharif to return to Pakistan in November' #Pakistan arynews.tv/nawaz-sharif-t…,"Islamabad, Pakistan"
Tue Oct 11 09:34:02 +0000 2022,Pakistan News ,Pakistan football coaches get international training opportunity #Pakistan geosuper.tv/latest/19146-p…,"Islamabad, Pakistan"
Tue Oct 11 09:32:03 +0000 2022,Pakistan News ,(From Indian media) Video: Pakistan students walk out of classes to protest school bus attack #Pakistan hindustantimes.com/world-news/pak…,"Islamabad, Pakistan"
Tue Oct 11 09:18:02 +0000 2022,Pakistan News ,"Politics, police and the public: Why policing is and will continue to remain political in Pakistan #Pakistan dawn.com/news/1714308/p…","Islamabad, Pakistan"
Tue Oct 11 09:16:03 +0000 2022,Pakistan News ,WFP expands assistance operations to flood-hit communities in Pakistan - complementing Government response - Pakistan #Pakistan reliefweb.int/report/pakista…,"Islamabad, Pakistan"
Tue Oct 11 09:10:04 +0000 2022,Pakistan News ,Justice Magrey becomes new IIOJK Chief Justice #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
Tue Oct 11 09:08:02 +0000 2022,Pakistan News ,Mental health crisis has taken shape of an epidemic in IIOJK: Report #Pakistan #Kashmir #IndependentKashmir kmsnews.org/kms/2022/10/11…,"Islamabad, Pakistan"
